name,file,line_start,scc_id,scc_kind,translated
sam_hdr_dup,htslib/sam.c,169,,,TRUE
hclearerr,htslib/htslib/hfile.h,140,,,TRUE
bgzf_check_EOF_common,htslib/bgzf.c,1542,,,FALSE
bgzf_check_EOF,htslib/bgzf.c,2132,,,TRUE
ed_swap_4,htslib/htslib/hts.h,1581,,,TRUE
ed_swap_4p,htslib/htslib/hts.h,1586,,,TRUE
bam_hdr_read,htslib/sam.c,229,,,TRUE
sam_hdr_sanitise,htslib/sam.c,1842,,,TRUE
valid_sam_header_type,htslib/header.c,1325,,,TRUE
bgzf_peek,htslib/bgzf.c,1294,,,TRUE
ks_expand,htslib/htslib/kstring.h,179,,,TRUE
bgzf_getline,htslib/bgzf.c,2299,,,TRUE
herrno,htslib/htslib/hfile.h,134,,,TRUE
kgetline2,htslib/kstring.c,306,,,TRUE
hts_getline,htslib/hts.c,2035,,,TRUE
kputll,htslib/htslib/kstring.h,384,,,TRUE
kgetline,htslib/kstring.c,270,,,TRUE
khgetline,htslib/hfile.c,306,,,TRUE
sam_hdr_build_from_sam_file,htslib/header.c,1353,,,FALSE
sam_hdr_create,htslib/sam.c,1907,,,TRUE
sam_hdr_read,htslib/sam.c,1925,,,TRUE
cram_set_header2,htslib/cram/cram_io.c,2852,,,TRUE
sam_hdr_link_pg,htslib/header.c,2468,,,FALSE
ks_len,htslib/htslib/kstring.h,204,,,TRUE
sam_hdr_rebuild,htslib/header.c,1604,,,FALSE
sam_hdr_length,htslib/header.c,1578,,,TRUE
sam_hdr_str,htslib/header.c,1585,,,TRUE
sam_hdr_add_line,htslib/header.c,1692,,,FALSE
check_for_name_update,htslib/header.c,1866,,,FALSE
sam_hdr_update_line,htslib/header.c,1909,,,FALSE
int32_put_blk,htslib/cram/cram_io.c,1045,,,TRUE
cram_compress_block,htslib/cram/cram_io.c,2322,,,FALSE
cram_new_compression_header,htslib/cram/cram_io.c,4330,,,TRUE
cram_stats_create,htslib/cram/cram_stats.c,48,,,TRUE
cram_new_container,htslib/cram/cram_io.c,3637,,,TRUE
cram_write_file_def,htslib/cram/cram_io.c,4694,,,TRUE
full_path,htslib/cram/cram_io.c,4850,,,TRUE
cram_write_SAM_hdr,htslib/cram/cram_io.c,4889,,,FALSE
bam_hdr_write,htslib/sam.c,344,,,TRUE
kputw,htslib/htslib/kstring.h,371,,,TRUE
sam_hdr_write,htslib/sam.c,1967,,,TRUE
ws,htslib/hts_expr.c,72,,,TRUE
hts_str2dbl,htslib/textutils_internal.h,354,,,TRUE
expr_func_length,htslib/hts_expr.c,88,,,TRUE
expr_func_min,htslib/hts_expr.c,97,,,TRUE
expr_func_max,htslib/hts_expr.c,114,,,TRUE
expr_func_avg,htslib/hts_expr.c,131,,,TRUE
hts_expr_val_exists,htslib/htslib/hts_expr.h,65,,,TRUE
hts_expr_val_existsT,htslib/htslib/hts_expr.h,71,,,TRUE
hts_expr_val_undef,htslib/htslib/hts_expr.h,76,,,TRUE
hts_expr_val_free,htslib/htslib/hts_expr.h,84,,,TRUE
func_expr,htslib/hts_expr.c,154,9,mutual,FALSE
simple_expr,htslib/hts_expr.c,284,9,mutual,FALSE
unary_expr,htslib/hts_expr.c,364,9,mutual,FALSE
mul_expr,htslib/hts_expr.c,423,9,mutual,FALSE
add_expr,htslib/hts_expr.c,470,9,mutual,FALSE
bitand_expr,htslib/hts_expr.c,515,9,mutual,FALSE
bitxor_expr,htslib/hts_expr.c,550,9,mutual,FALSE
bitor_expr,htslib/hts_expr.c,585,9,mutual,FALSE
cmp_expr,htslib/hts_expr.c,623,9,mutual,FALSE
eq_expr,htslib/hts_expr.c,696,9,mutual,FALSE
and_expr,htslib/hts_expr.c,795,9,mutual,FALSE
expression,htslib/hts_expr.c,844,9,mutual,FALSE
hts_filter_eval_,htslib/hts_expr.c,875,,,FALSE
hts_filter_eval2,htslib/hts_expr.c,920,,,TRUE
sam_passes_filter,htslib/sam.c,1535,,,TRUE
bam_set_mempolicy,htslib/htslib/sam.h,957,,,TRUE
sam_realloc_bam_data,htslib/sam.c,436,,,TRUE
realloc_bam_data,htslib/sam_internal.h,47,,,TRUE
bam_cigar2rqlens,htslib/sam.c,508,,,TRUE
subtract_check_underflow,htslib/sam.c,521,,,TRUE
bam_set1,htslib/sam.c,531,,,TRUE
isprint_c,htslib/textutils_internal.h,174,,,TRUE
hts_strprint,htslib/textutils.c,452,,,TRUE
hts_str2int,htslib/textutils_internal.h,218,,,TRUE
possibly_expand_bam_data,htslib/sam_internal.h,53,,,TRUE
grow_B_array,htslib/sam.c,2221,,,TRUE
sam_parse_Bc_vals,htslib/sam.c,2244,,,TRUE
sam_parse_BC_vals,htslib/sam.c,2258,,,TRUE
i16_to_le,htslib/htslib/hts_endian.h,274,,,TRUE
sam_parse_Bs_vals,htslib/sam.c,2278,,,TRUE
sam_parse_BS_vals,htslib/sam.c,2293,,,TRUE
u32_to_le,htslib/htslib/hts_endian.h,190,,,TRUE
i32_to_le,htslib/htslib/hts_endian.h,282,,,TRUE
sam_parse_Bi_vals,htslib/sam.c,2314,,,TRUE
sam_parse_BI_vals,htslib/sam.c,2329,,,TRUE
float_to_le,htslib/htslib/hts_endian.h,338,,,TRUE
sam_parse_Bf_vals,htslib/sam.c,2350,,,TRUE
sam_parse_B_vals_r,htslib/sam.c,2364,10,self,TRUE
sam_parse_B_vals,htslib/sam.c,2490,,,TRUE
u64_to_le,htslib/htslib/hts_endian.h,205,,,TRUE
double_to_le,htslib/htslib/hts_endian.h,352,,,TRUE
aux_parse,htslib/sam.c,2524,,,TRUE
aux_to_le,htslib/sam.c,4717,11,self,TRUE
bam_aux_append,htslib/sam.c,4761,,,TRUE
fastq_parse1,htslib/sam.c,3927,,,TRUE
bam_endpos,htslib/sam.c,673,,,TRUE
hts_reg2bin,htslib/htslib/hts.h,1516,,,TRUE
bam_tag2cigar,htslib/sam.c,680,,,TRUE
swap_data,htslib/sam.c,755,,,TRUE
fixup_missing_qname_nul,htslib/sam.c,763,,,TRUE
bgzf_read_small,htslib/htslib/bgzf.h,151,,,TRUE
bam_read1,htslib/sam.c,784,,,TRUE
sam_read1_bam,htslib/sam.c,4132,,,TRUE
append_uint32,htslib/cram/cram_io.h,288,,,TRUE
append_sub32,htslib/cram/cram_io.h,326,,,TRUE
append_uint64,htslib/cram/cram_io.h,340,,,TRUE
cram_to_bam,htslib/cram/cram_decode.c,3100,,,FALSE
sam_hrecs_sort_order,htslib/header.c,3128,,,FALSE
cram_content_type2str,htslib/cram/cram_io.c,2378,,,TRUE
cram_decode_slice_header,htslib/cram/cram_decode.c,954,,,FALSE
cram_read_slice,htslib/cram/cram_io.c,4566,,,FALSE
cram_decode_TD,htslib/cram/cram_decode.c,70,,,FALSE
cram_decoder_init,htslib/cram/cram_codecs.c,3872,,,TRUE
cram_decode_compression_header,htslib/cram/cram_decode.c,144,,,FALSE
hts_tpool_process_sz,htslib/thread_pool.c,303,,,TRUE
cram_decode_slice_mt,htslib/cram/cram_decode.c,3047,,,FALSE
cram_first_slice,htslib/cram/cram_decode.c,3212,,,FALSE
hts_tpool_process_len,htslib/thread_pool.c,289,,,TRUE
hts_tpool_process_qsize,htslib/thread_pool.c,1081,,,TRUE
cram_next_slice,htslib/cram/cram_decode.c,3268,,,FALSE
cram_get_seq,htslib/cram/cram_decode.c,3549,,,FALSE
cram_get_bam_seq,htslib/cram/cram_decode.c,3615,,,FALSE
sam_read1_cram,htslib/sam.c,4145,,,TRUE
bgzf_seek,htslib/bgzf.c,2241,,,TRUE
bam_copy1,htslib/sam.c,486,,,TRUE
bam_cigar2qlen,htslib/sam.c,653,,,TRUE
parse_sam_flag,htslib/sam.c,2498,,,TRUE
read_ncigar,htslib/sam.c,2844,,,TRUE
parse_cigar,htslib/sam.c,2866,,,TRUE
bam_parse_cigar,htslib/sam.c,2928,,,TRUE
sam_hdr_name2tid,htslib/header.c,2392,,,TRUE
bam_name2id,htslib/htslib/sam.h,780,,,TRUE
sam_parse1,htslib/sam.c,2662,,,TRUE
sam_read1_sam,htslib/sam.c,4157,,,TRUE
sam_read1,htslib/sam.c,4267,,,TRUE
sam_hdr_tid2len,htslib/header.c,2428,,,TRUE
cram_new_slice,htslib/cram/cram_io.c,4504,,,FALSE
cram_next_container,htslib/cram/cram_encode.c,3295,,,FALSE
bam_dup1,htslib/sam.c,496,,,TRUE
cram_put_bam_seq,htslib/cram/cram_encode.c,4045,,,FALSE
idx_format_name,htslib/hts.c,2270,,,TRUE
hts_bin_maxpos,htslib/htslib/hts.h,1557,,,TRUE
hts_idx_maxpos,htslib/hts.c,2533,,,TRUE
hts_idx_check_range,htslib/hts.c,2538,,,TRUE
insert_to_b,htslib/hts.c,2320,,,TRUE
insert_to_l,htslib/hts.c,2347,,,TRUE
hts_idx_push,htslib/hts.c,2558,,,TRUE
bgzf_idx_push,htslib/bgzf.c,189,,,FALSE
bgzf_flush_try,htslib/bgzf.c,1996,,,TRUE
hts_idx_amend_last,htslib/hts.c,2682,,,TRUE
bgzf_write_small,htslib/htslib/bgzf.h,183,,,TRUE
bam_write1,htslib/sam.c,862,,,TRUE
bam_write_idx1,htslib/sam.c,933,,,TRUE
add33,htslib/sam.c,4317,,,TRUE
kputsn_,htslib/htslib/kstring.h,276,,,TRUE
le_to_float,htslib/htslib/hts_endian.h,308,,,TRUE
le_to_u64,htslib/htslib/hts_endian.h,158,,,TRUE
le_to_double,htslib/htslib/hts_endian.h,324,,,TRUE
sam_format_aux1,htslib/htslib/sam.h,1463,,,TRUE
sam_format1_append,htslib/sam.c,4324,,,TRUE
sam_format1,htslib/sam.c,4406,,,TRUE
islower_c,htslib/textutils_internal.h,173,,,TRUE
isupper_c,htslib/textutils_internal.h,177,,,TRUE
fastq_format1,htslib/sam.c,4413,,,TRUE
sam_write1,htslib/sam.c,4553,,,TRUE
view_sam,htslib/test/fuzz/hts_open_fuzzer.c,46,,,FALSE
get_hdr_aux,htslib/vcf.c,125,,,TRUE
bcf_hrec_destroy,htslib/vcf.c,351,,,TRUE
bcf_hdr_destroy,htslib/vcf.c,1674,,,TRUE
bcf_hdr_incr_ref,htslib/vcf.c,196,,,TRUE
bcf_hdr_add_sample_len,htslib/vcf.c,232,,,TRUE
bcf_hdr_parse_sample_line,htslib/vcf.c,286,,,TRUE
bcf_hdr_sync,htslib/vcf.c,316,,,TRUE
isxdigit_c,htslib/textutils_internal.h,178,,,TRUE
is_escaped,htslib/hfile_s3.c,460,,,TRUE
bcf_hrec_add_key,htslib/vcf.c,440,,,TRUE
bcf_hrec_set_val,htslib/vcf.c,461,,,TRUE
is_escaped,htslib/vcf.c,647,,,TRUE
bcf_hdr_parse_line,htslib/vcf.c,654,,,TRUE
bcf_hrec_find_key,htslib/vcf.c,519,,,TRUE
bcf_hdr_get_hrec,htslib/vcf.c,1209,,,TRUE
bcf_hdr_get_version,htslib/vcf.c,1596,,,TRUE
bcf_get_version,htslib/vcf.c,145,,,TRUE
bcf_hrec_set_type,htslib/vcf.c,527,,,TRUE
bcf_hrec_check,htslib/vcf.c,596,,,TRUE
hrec_add_idx,htslib/vcf.c,495,,,TRUE
bcf_hdr_set_idx,htslib/vcf.c,796,,,FALSE
bcf_hdr_register_hrec,htslib/vcf.c,831,,,FALSE
bcf_hdr_unregister_hrec,htslib/vcf.c,1026,,,FALSE
bcf_hdr_add_hrec,htslib/vcf.c,1124,,,TRUE
bcf_hdr_id2int,htslib/vcf.c,4621,,,TRUE
bcf_hdr_check_sanity,htslib/vcf.c,1269,,,FALSE
bcf_hdr_parse,htslib/vcf.c,1410,,,TRUE
bcf_hdr_append,htslib/vcf.c,1491,,,TRUE
bcf_hdr_init,htslib/vcf.c,1635,,,TRUE
add_missing_contig_hrec,htslib/vcf.c,2571,,,TRUE
tbx_destroy,htslib/tbx.c,512,,,TRUE
hts_idx_get_meta,htslib/hts.c,3084,,,TRUE
hts_idx_init,htslib/hts.c,2405,,,TRUE
hts_bin_level,htslib/htslib/hts.h,1525,,,TRUE
idx_dump,htslib/hts.c,2281,,,TRUE
hts_bin_bot,htslib/htslib/hts.h,1550,,,TRUE
update_loff,htslib/hts.c,2431,,,TRUE
swap_bins,htslib/hts.c,2739,,,TRUE
idx_read_core,htslib/hts.c,2925,,,TRUE
idx_read,htslib/hts.c,2990,,,TRUE
idx_test_and_fetch,htslib/hts.c,4623,,,TRUE
hts_idx_check_local,htslib/hts.c,4756,,,TRUE
strip_extension,htslib/hfile.c,1353,,,TRUE
haddextension,htslib/hfile.c,1364,,,TRUE
idx_filename,htslib/hts.c,4885,,,TRUE
idx_find_and_load,htslib/hts.c,4925,12,mutual,TRUE
hts_idx_load3,htslib/hts.c,4987,12,mutual,TRUE
get_tid,htslib/tbx.c,64,,,TRUE
index_load,htslib/tbx.c,552,,,TRUE
link_index_,htslib/cram/cram_index.c,92,13,self,FALSE
link_index,htslib/cram/cram_index.c,108,,,FALSE
kget_int32,htslib/cram/cram_index.c,120,,,TRUE
kget_int64,htslib/cram/cram_index.c,145,,,TRUE
hts_idx_getfn,htslib/hts.c,4915,,,TRUE
cram_index_load,htslib/cram/cram_index.c,176,,,FALSE
index_load,htslib/sam.c,1649,,,TRUE
tbx_index_load3,htslib/tbx.c,599,,,TRUE
tbx_seqnames,htslib/tbx.c,614,,,TRUE
kputl,htslib/htslib/kstring.h,445,,,TRUE
vcf_hdr_read,htslib/vcf.c,2594,,,TRUE
bgzf_set_private_data,htslib/bgzf_internal.h,51,,,TRUE
bcf_hdr_read,htslib/vcf.c,1710,,,TRUE
_bcf_hrec_format,htslib/vcf.c,2712,,,TRUE
bcf_hdr_format,htslib/vcf.c,2740,,,TRUE
vcf_hdr_write,htslib/vcf.c,2811,,,TRUE
bcf_hdr_write,htslib/vcf.c,1771,,,TRUE
bcf_init,htslib/vcf.c,1815,,,TRUE
bcf_destroy,htslib/vcf.c,1867,,,TRUE
bcf_read1_core,htslib/vcf.c,1874,,,FALSE
le_to_i64,htslib/htslib/hts_endian.h,262,,,TRUE
bcf_dec_typed_int1_safe,htslib/vcf.c,1918,,,TRUE
bcf_dec_size_safe,htslib/vcf.c,1950,,,TRUE
get_type_name,htslib/vcf.c,1965,,,TRUE
updatephasing,htslib/vcf.c,1985,,,TRUE
bcf_hdr_id2name,htslib/htslib/vcf.h,1222,,,TRUE
bcf_seqname,htslib/htslib/vcf.h,1227,,,TRUE
bcf_seqname_safe,htslib/htslib/vcf.h,1238,,,TRUE
bcf_record_check_err,htslib/vcf.c,2031,,,TRUE
le_to_i8,htslib/htslib/hts_endian.h,230,,,TRUE
bcf_dec_int1,htslib/htslib/vcf.h,1630,,,TRUE
bcf_dec_typed_int1,htslib/htslib/vcf.h,1665,,,TRUE
bcf_dec_size,htslib/htslib/vcf.h,1670,,,TRUE
bcf_unpack_fmt_core1,htslib/vcf.c,4178,,,TRUE
bcf_unpack_info_core1,htslib/vcf.c,4192,,,TRUE
bcf_fmt_array,htslib/vcf.c,3036,,,TRUE
bcf_fmt_sized_array,htslib/vcf.c,3081,,,TRUE
bcf_unpack,htslib/vcf.c,4234,,,TRUE
bcf_get_fmt_id,htslib/vcf.c,6045,,,TRUE
bcf_get_fmt,htslib/vcf.c,6031,,,TRUE
bcf_get_info_id,htslib/vcf.c,6056,,,TRUE
bcf_get_info,htslib/vcf.c,6038,,,TRUE
svlen_on_ref_for_vcf_alt,htslib/hts_internal.h,181,,,TRUE
get_rlen,htslib/vcf.c,6420,,,FALSE
bcf_record_check,htslib/vcf.c,2040,,,FALSE
bcf_subset_format,htslib/vcf.c,2215,,,TRUE
vcf_read,htslib/vcf.c,4170,,,TRUE
bgzf_get_private_data,htslib/bgzf_internal.h,67,,,TRUE
bcf_read,htslib/vcf.c,2256,,,TRUE
bcf_enc_size,htslib/htslib/vcf.h,1540,,,TRUE
bcf_enc_vchar,htslib/vcf.c,2970,,,TRUE
bcf1_sync_id,htslib/vcf.c,2278,,,FALSE
bcf1_sync_alleles,htslib/vcf.c,2287,,,FALSE
bcf_enc_int1,htslib/htslib/vcf.h,1582,,,TRUE
bcf_enc_vint,htslib/vcf.c,2834,,,TRUE
bcf1_sync_filter,htslib/vcf.c,2298,,,FALSE
bcf1_sync_info,htslib/vcf.c,2308,,,FALSE
bcf1_sync,htslib/vcf.c,2332,,,FALSE
hts_idx_tbi_name,htslib/hts.c,2648,,,TRUE
vcf_write,htslib/vcf.c,4587,,,TRUE
add_desc_to_buffer,htslib/vcf.c,6287,,,TRUE
bcf_strerror,htslib/vcf.c,6304,,,TRUE
bcf_write,htslib/vcf.c,2510,,,TRUE
view_vcf,htslib/test/fuzz/hts_open_fuzzer.c,121,,,FALSE
hts_open_format,htslib/hts.c,891,,,TRUE
hts_open,htslib/hts.c,991,,,TRUE
view_sam,htslib/htsfile.c,64,,,FALSE
view_vcf,htslib/htsfile.c,108,,,FALSE
LLVMFuzzerTestOneInput,htslib/test/fuzz/hts_open_fuzzer.c,171,,,FALSE
push_digit,htslib/hts.c,3882,,,TRUE
hts_parse_decimal,htslib/hts.c,3889,,,TRUE
hts_memrchr,htslib/hts.c,3944,,,TRUE
hts_parse_region,htslib/hts.c,4000,,,TRUE
sam_parse_region,htslib/sam.c,422,,,TRUE
reg_expected,htslib/test/test-parse-reg.c,50,,,TRUE
reg_test,htslib/test/test-parse-reg.c,72,,,TRUE
main,htslib/test/test-parse-reg.c,145,,,FALSE
to_hex,htslib/test/hts_endian.c,149,,,TRUE
t16_bit,htslib/test/hts_endian.c,159,,,TRUE
t32_bit,htslib/test/hts_endian.c,242,,,TRUE
i64_to_le,htslib/htslib/hts_endian.h,290,,,TRUE
t64_bit,htslib/test/hts_endian.c,323,,,TRUE
t_float,htslib/test/hts_endian.c,406,,,TRUE
t_double,htslib/test/hts_endian.c,451,,,TRUE
main,htslib/test/hts_endian.c,496,,,TRUE
main,htslib/test/thrash_threads5.c,35,,,FALSE
differ,htslib/test/test_kfunc.c,33,,,TRUE
fail,htslib/test/test_kfunc.c,40,,,TRUE
lbinom,htslib/kfunc.c,197,,,TRUE
hypergeo,htslib/kfunc.c,209,,,TRUE
hypergeo_acc,htslib/kfunc.c,220,,,TRUE
kt_fisher_exact,htslib/kfunc.c,245,,,TRUE
test_fisher,htslib/test/test_kfunc.c,48,,,TRUE
main,htslib/test/test_kfunc.c,59,,,TRUE
main,htslib/test/thrash_threads2.c,35,,,FALSE
file_compare,htslib/test/test_faidx.c,33,,,TRUE
fai_read,htslib/faidx.c,380,,,FALSE
bgzf_compression,htslib/bgzf.c,2272,,,TRUE
fai_load3_core,htslib/faidx.c,567,,,FALSE
fai_load3_format,htslib/faidx.c,705,,,TRUE
load_index,htslib/test/test_faidx.c,87,,,TRUE
fai_retrieve,htslib/faidx.c,716,,,TRUE
faidx_iseq,htslib/faidx.c,896,,,TRUE
fai_parse_region,htslib/faidx.c,1021,,,TRUE
fai_get_val,htslib/faidx.c,798,,,TRUE
fai_fetch64,htslib/faidx.c,846,,,TRUE
fai_fetch,htslib/faidx.c,859,,,TRUE
fai_fetchqual64,htslib/faidx.c,867,,,TRUE
fai_fetchqual,htslib/faidx.c,879,,,TRUE
faidx_adjust_position,htslib/faidx.c,914,,,TRUE
fai_adjust_region,htslib/faidx.c,952,,,TRUE
faidx_fetch_seq64,htslib/faidx.c,972,,,TRUE
faidx_fetch_seq,htslib/faidx.c,985,,,TRUE
faidx_fetch_qual64,htslib/faidx.c,993,,,TRUE
faidx_fetch_qual,htslib/faidx.c,1006,,,TRUE
do_retrieval,htslib/test/test_faidx.c,99,,,TRUE
fai_line_length,htslib/faidx.c,834,,,TRUE
test_fai_line_length,htslib/test/test_faidx.c,260,,,TRUE
faidx_has_seq,htslib/faidx.c,1014,,,TRUE
test_faidx_has_seq,htslib/test/test_faidx.c,285,,,TRUE
test_faidx_iseq,htslib/test/test_faidx.c,310,,,TRUE
faidx_seq_len64,htslib/faidx.c,901,,,TRUE
faidx_seq_len,htslib/faidx.c,908,,,TRUE
test_faidx_seq_len,htslib/test/test_faidx.c,339,,,TRUE
test_faidx_seq_len64,htslib/test/test_faidx.c,366,,,TRUE
usage,htslib/test/test_faidx.c,394,,,TRUE
usage,htslib/test/test-bcf-sr.c,54,,,TRUE
usage,htslib/test/test-regidx.c,415,,,TRUE
usage,htslib/test/test_realn.c,38,,,TRUE
usage,htslib/test/test_index.c,32,,,TRUE
hts_version,htslib/hts.c,84,,,TRUE
usage,htslib/tabix.c,580,,,TRUE
usage,htslib/htsfile.c,213,,,TRUE
usage,htslib/ref_cache/main.c,857,,,TRUE
help,htslib/test/test_faidx.c,403,,,TRUE
main,htslib/test/test_faidx.c,430,,,FALSE
hts_features,htslib/hts.c,89,,,TRUE
hts_test_feature,htslib/hts.c,127,,,TRUE
hts_plugin_path,htslib/plugin.c,195,,,TRUE
hts_feature_string,htslib/hts.c,169,,,TRUE
hfile_list_schemes,htslib/hfile.c,1218,,,TRUE
hfile_list_plugins,htslib/hfile.c,1257,,,TRUE
main,htslib/test/test_introspection.c,31,,,TRUE
get_int_aux_val,htslib/sam.c,5101,,,TRUE
bam_aux2i,htslib/sam.c,5117,,,TRUE
check,htslib/test/fieldarith.c,34,,,TRUE
main,htslib/test/fieldarith.c,48,,,TRUE
sym,htslib/test/plugins-dlhts.c,48,,,TRUE
func,htslib/test/plugins-dlhts.c,59,,,TRUE
test_hopen,htslib/test/plugins-dlhts.c,75,,,TRUE
verbose_log,htslib/test/plugins-dlhts.c,94,,,TRUE
main,htslib/test/plugins-dlhts.c,101,,,FALSE
main,htslib/test/plugins-dlhts.c,180,,,FALSE
bcf_sweep_init,htslib/vcf_sweep.c,114,,,TRUE
bcf_sweep_destroy,htslib/vcf_sweep.c,128,,,TRUE
hts_useek,htslib/hts.c,2015,,,TRUE
sw_seek,htslib/vcf_sweep.c,140,,,FALSE
hts_utell,htslib/hts.c,2022,,,TRUE
bcf_sweep_fwd,htslib/vcf_sweep.c,152,,,TRUE
sw_rec_equal,htslib/vcf_sweep.c,58,,,FALSE
sw_rec_save,htslib/vcf_sweep.c,72,,,FALSE
sw_fill_buffer,htslib/vcf_sweep.c,88,,,FALSE
bcf_sweep_bwd,htslib/vcf_sweep.c,181,,,TRUE
bcf_sweep_hdr,htslib/vcf_sweep.c,189,,,TRUE
main,htslib/test/test-vcf-sweep.c,31,,,FALSE
hts_reglist_free,htslib/region.c,266,,,TRUE
hts_itr_destroy,htslib/hts.c,3867,,,TRUE
hts_adjust_csi_settings,htslib/hts.c,2372,,,TRUE
sam_idx_init,htslib/sam.c,1095,,,TRUE
compress_binning,htslib/hts.c,2462,,,TRUE
hts_idx_finish,htslib/hts.c,2515,,,TRUE
hts_idx_fmt,htslib/hts.c,2714,,,TRUE
idx_write_int32,htslib/hts.c,2721,,,TRUE
idx_write_uint32,htslib/hts.c,2727,,,TRUE
idx_save_core,htslib/hts.c,2759,,,TRUE
hts_idx_write_out,htslib/hts.c,2847,,,TRUE
hts_idx_save_but_not_close,htslib/hts.c,2894,,,TRUE
sam_idx_save,htslib/sam.c,1123,,,TRUE
sam_index_load,htslib/sam.c,1681,,,TRUE
hts_itr_querys,htslib/hts.c,4201,,,TRUE
sam_itr_querys,htslib/sam.c,1760,,,TRUE
reg_compact,htslib/region.c,87,,,FALSE
reg_insert,htslib/region.c,123,,,FALSE
reg_destroy,htslib/region.c,159,,,FALSE
hts_reglist_create,htslib/region.c,177,,,TRUE
hts_itr_regions,htslib/hts.c,4217,,,TRUE
sam_itr_regarray,htslib/sam.c,1768,,,TRUE
hts_itr_next,htslib/hts.c,4271,,,TRUE
hts_itr_multi_next,htslib/hts.c,4325,,,TRUE
sam_itr_next,htslib/htslib/sam.h,1355,,,TRUE
sam_loop,htslib/test/test_view.c,65,,,FALSE
idx_calc_n_lvls_ids,htslib/vcf.c,4636,,,TRUE
hts_idx_set_meta,htslib/hts.c,3062,,,TRUE
vcf_idx_init,htslib/vcf.c,4756,,,FALSE
bcf_idx_init,htslib/vcf.c,4795,,,FALSE
bcf_idx_save,htslib/vcf.c,4822,,,FALSE
bcf_itr_next,htslib/htslib/vcf.h,1327,,,TRUE
vcf_loop,htslib/test/test_view.c,196,,,FALSE
hts_get_format,htslib/hts.c,1744,,,TRUE
main,htslib/test/test_view.c,279,,,FALSE
tbx_name2id,htslib/tbx.c,91,,,TRUE
bcf_hdr_name2id,htslib/htslib/vcf.h,1221,,,TRUE
_reader_seek,htslib/synced_bcf_reader.c,560,,,FALSE
_regions_parse_line,htslib/synced_bcf_reader.c,1184,,,FALSE
khash_str2int_destroy,htslib/htslib/khash_str2int.h,44,,,TRUE
bcf_sr_regions_destroy,htslib/synced_bcf_reader.c,1323,,,TRUE
advance_creg,htslib/synced_bcf_reader.c,1369,,,FALSE
khash_str2int_get,htslib/htslib/khash_str2int.h,78,,,TRUE
bcf_sr_regions_next,htslib/synced_bcf_reader.c,1378,,,TRUE
_readers_next_region,htslib/synced_bcf_reader.c,596,,,FALSE
_set_variant_boundaries,htslib/synced_bcf_reader.c,621,,,FALSE
has_filter,htslib/synced_bcf_reader.c,543,,,TRUE
_reader_fill_buffer,htslib/synced_bcf_reader.c,653,,,FALSE
_reader_shift_buffer,htslib/synced_bcf_reader.c,767,,,FALSE
bcf_sr_regions_seek,htslib/synced_bcf_reader.c,1348,,,TRUE
bcf_sr_regions_flush,htslib/synced_bcf_reader.c,1555,,,TRUE
_bcf_sr_regions_overlap,htslib/synced_bcf_reader.c,1526,,,FALSE
bcf_sr_regions_overlap,htslib/synced_bcf_reader.c,1521,,,TRUE
bcf_sr_sort_set_active,htslib/bcf_sr_sort.c,324,,,TRUE
bcf_sr_sort_add_active,htslib/bcf_sr_sort.c,331,,,TRUE
debug_vbuf,htslib/bcf_sr_sort.c,287,,,TRUE
bcf_sr_set_opt,htslib/synced_bcf_reader.c,114,,,FALSE
kbs_logical_and,htslib/bcf_sr_sort.c,43,,,TRUE
kbs_bitwise_or,htslib/bcf_sr_sort.c,54,,,TRUE
bcf_sr_init_scores,htslib/bcf_sr_sort.c,61,,,TRUE
multi_is_exact,htslib/bcf_sr_sort.c,105,,,TRUE
multi_is_subset,htslib/bcf_sr_sort.c,133,,,TRUE
pairing_score,htslib/bcf_sr_sort.c,153,,,TRUE
remove_vset,htslib/bcf_sr_sort.c,193,,,TRUE
merge_vsets,htslib/bcf_sr_sort.c,208,,,TRUE
push_vset,htslib/bcf_sr_sort.c,233,,,TRUE
debug_vsets,htslib/bcf_sr_sort.c,265,,,TRUE
grp_create_key,htslib/bcf_sr_sort.c,303,,,TRUE
bcf_set_variant_type,htslib/vcf.c,5373,,,TRUE
bcf_set_variant_types,htslib/vcf.c,5444,,,TRUE
bcf_get_variant_types,htslib/vcf.c,5474,,,TRUE
khash_str2int_init,htslib/htslib/khash_str2int.h,36,,,TRUE
khash_str2int_set,htslib/htslib/khash_str2int.h,114,,,TRUE
kbs_last_mask,htslib/htslib/kbitset.h,70,,,TRUE
kbs_resize2,htslib/htslib/kbitset.h,100,,,TRUE
kbs_resize,htslib/htslib/kbitset.h,125,,,TRUE
kbs_clear,htslib/htslib/kbitset.h,137,,,TRUE
kbs_insert,htslib/htslib/kbitset.h,150,,,TRUE
bcf_sr_sort_set,htslib/bcf_sr_sort.c,338,,,FALSE
bcf_sr_sort_next,htslib/bcf_sr_sort.c,593,,,FALSE
next_line,htslib/synced_bcf_reader.c,779,,,FALSE
_regions_match_alleles,htslib/synced_bcf_reader.c,1467,,,FALSE
bcf_sr_next_line,htslib/synced_bcf_reader.c,866,,,TRUE
write_summary_format,htslib/test/test-bcf-sr.c,71,,,FALSE
write_vcf_bcf_format,htslib/test/test-bcf-sr.c,107,,,FALSE
bcf_sr_strerror,htslib/synced_bcf_reader.c,84,,,TRUE
